County of Residence,County of Residence Code,Mother's Single Race 6,Mother's Single Race 6 Code,Age of Mother 9,Age of Mother 9 Code,Mother's Education,Mother's Education Code,Mother's Nativity,Mother's Nativity Code,Births,Average Number of Prenatal Visits
"Luzerne County, PA",42079,White,2106-3,35-39 years,35-39,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,34,11.12
"Luzerne County, PA",42079,White,2106-3,35-39 years,35-39,"Some college credit, but not a degree",4,Born outside the U.S. (includes possessions),2,14,10.64
"Luzerne County, PA",42079,White,2106-3,35-39 years,35-39,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,37,14
"Luzerne County, PA",42079,White,2106-3,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,87,12.74
"Luzerne County, PA",42079,White,2106-3,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,67,12.43
"Luzerne County, PA",42079,White,2106-3,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Born in the U.S. (50 US States),1,21,12.4
"Luzerne County, PA",42079,White,2106-3,40-44 years,40-44,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,10,15
"Luzerne County, PA",42079,White,2106-3,40-44 years,40-44,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,11,14.7
"Luzerne County, PA",42079,More than one race,M,20-24 years,20-24,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,20,10.8
"Luzerne County, PA",42079,More than one race,M,25-29 years,25-29,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,14,9.92
"Lycoming County, PA",42081,Black or African American,2054-5,25-29 years,25-29,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,16,8.67
"Lycoming County, PA",42081,Black or African American,2054-5,25-29 years,25-29,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,12,9.92
"Lycoming County, PA",42081,White,2106-3,15-19 years,15-19,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,17,11.31
"Lycoming County, PA",42081,White,2106-3,15-19 years,15-19,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,13,10.69
"Lycoming County, PA",42081,White,2106-3,20-24 years,20-24,8th grade or less,1,Born in the U.S. (50 US States),1,22,5.18
"Lycoming County, PA",42081,White,2106-3,20-24 years,20-24,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,30,9.47
"Lycoming County, PA",42081,White,2106-3,20-24 years,20-24,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,83,11.69
"Lycoming County, PA",42081,White,2106-3,20-24 years,20-24,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,36,12.26
"Lycoming County, PA",42081,White,2106-3,20-24 years,20-24,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,10,13.9
"Lycoming County, PA",42081,White,2106-3,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,10,12.3
"Lycoming County, PA",42081,White,2106-3,25-29 years,25-29,8th grade or less,1,Born in the U.S. (50 US States),1,13,5
"Lycoming County, PA",42081,White,2106-3,25-29 years,25-29,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,23,11.91
"Lycoming County, PA",42081,White,2106-3,25-29 years,25-29,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,76,10.93
"Lycoming County, PA",42081,White,2106-3,25-29 years,25-29,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,55,11.32
"Lycoming County, PA",42081,White,2106-3,25-29 years,25-29,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,46,12.74
"Lycoming County, PA",42081,White,2106-3,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,81,12.2
"Lycoming County, PA",42081,White,2106-3,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,12,11.67
"Lycoming County, PA",42081,White,2106-3,30-34 years,30-34,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,60,10.07
"Lycoming County, PA",42081,White,2106-3,30-34 years,30-34,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,32,11.94
"Lycoming County, PA",42081,White,2106-3,30-34 years,30-34,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,38,12.5
"Lycoming County, PA",42081,White,2106-3,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,100,11.79
"Lycoming County, PA",42081,White,2106-3,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,45,12.43
"Lycoming County, PA",42081,White,2106-3,35-39 years,35-39,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,20,10.11
"Lycoming County, PA",42081,White,2106-3,35-39 years,35-39,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,11,11.18
"Lycoming County, PA",42081,White,2106-3,35-39 years,35-39,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,14,11.57
"Lycoming County, PA",42081,White,2106-3,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,29,11.45
"Lycoming County, PA",42081,White,2106-3,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,21,12.05
"Mercer County, PA",42085,Black or African American,2054-5,25-29 years,25-29,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,17,9.93
"Mercer County, PA",42085,White,2106-3,15-19 years,15-19,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,15,10.62
"Mercer County, PA",42085,White,2106-3,15-19 years,15-19,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,10,10.78
"Mercer County, PA",42085,White,2106-3,20-24 years,20-24,8th grade or less,1,Born in the U.S. (50 US States),1,30,7.04
"Mercer County, PA",42085,White,2106-3,20-24 years,20-24,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,16,7.4
"Mercer County, PA",42085,White,2106-3,20-24 years,20-24,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,80,10.75
"Mercer County, PA",42085,White,2106-3,20-24 years,20-24,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,38,11.66
"Mercer County, PA",42085,White,2106-3,20-24 years,20-24,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,12,10.75
"Mercer County, PA",42085,White,2106-3,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,14,11.07
"Mercer County, PA",42085,White,2106-3,25-29 years,25-29,8th grade or less,1,Born in the U.S. (50 US States),1,33,6.4
"Mercer County, PA",42085,White,2106-3,25-29 years,25-29,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,20,7.67
"Mercer County, PA",42085,White,2106-3,25-29 years,25-29,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,82,10.14
"Mercer County, PA",42085,White,2106-3,25-29 years,25-29,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,34,10.21
"Mercer County, PA",42085,White,2106-3,25-29 years,25-29,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,34,12.91
"Mercer County, PA",42085,White,2106-3,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,67,11.91
"Mercer County, PA",42085,White,2106-3,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,19,12.06
"Mercer County, PA",42085,White,2106-3,30-34 years,30-34,8th grade or less,1,Born in the U.S. (50 US States),1,28,6.52
"Mercer County, PA",42085,White,2106-3,30-34 years,30-34,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,46,11.93
"Mercer County, PA",42085,White,2106-3,30-34 years,30-34,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,38,11.16
"Mercer County, PA",42085,White,2106-3,30-34 years,30-34,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,25,11.61
"Mercer County, PA",42085,White,2106-3,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,60,11.52
"Mercer County, PA",42085,White,2106-3,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,36,12.72
"Mercer County, PA",42085,White,2106-3,35-39 years,35-39,8th grade or less,1,Born in the U.S. (50 US States),1,13,6
"Mercer County, PA",42085,White,2106-3,35-39 years,35-39,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,28,9.93
"Mercer County, PA",42085,White,2106-3,35-39 years,35-39,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,13,11.08
"Mercer County, PA",42085,White,2106-3,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,29,12.78
"Mercer County, PA",42085,White,2106-3,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,18,11.71
"Mercer County, PA",42085,More than one race,M,20-24 years,20-24,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,10,10.12
"Monroe County, PA",42089,Black or African American,2054-5,20-24 years,20-24,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,28,10.67
"Monroe County, PA",42089,Black or African American,2054-5,20-24 years,20-24,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,14,13.85
"Monroe County, PA",42089,Black or African American,2054-5,25-29 years,25-29,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,27,9
"Monroe County, PA",42089,Black or African American,2054-5,25-29 years,25-29,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,24,12.71
"Monroe County, PA",42089,Black or African American,2054-5,30-34 years,30-34,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,15,15.27
"Monroe County, PA",42089,Black or African American,2054-5,30-34 years,30-34,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,18,10.56
"Monroe County, PA",42089,Black or African American,2054-5,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,13,14.23
"Monroe County, PA",42089,White,2106-3,15-19 years,15-19,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,10,12.33
"Monroe County, PA",42089,White,2106-3,20-24 years,20-24,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,59,12.9
"Monroe County, PA",42089,White,2106-3,20-24 years,20-24,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,48,12.02
"Monroe County, PA",42089,White,2106-3,20-24 years,20-24,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,13,12.77
"Monroe County, PA",42089,White,2106-3,25-29 years,25-29,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,82,12.18
"Monroe County, PA",42089,White,2106-3,25-29 years,25-29,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,72,13.64
"Monroe County, PA",42089,White,2106-3,25-29 years,25-29,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,46,14.5
"Monroe County, PA",42089,White,2106-3,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,62,14.1
"Monroe County, PA",42089,White,2106-3,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,18,15.72
"Monroe County, PA",42089,White,2106-3,30-34 years,30-34,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,61,13.32
"Monroe County, PA",42089,White,2106-3,30-34 years,30-34,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,61,12.95
"Monroe County, PA",42089,White,2106-3,30-34 years,30-34,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,35,14.46
"Monroe County, PA",42089,White,2106-3,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,75,14.93
"Monroe County, PA",42089,White,2106-3,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Born outside the U.S. (includes possessions),2,12,14.5
"Monroe County, PA",42089,White,2106-3,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,25,14.38
"Monroe County, PA",42089,White,2106-3,35-39 years,35-39,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,19,13
"Monroe County, PA",42089,White,2106-3,35-39 years,35-39,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,27,14.52
"Monroe County, PA",42089,White,2106-3,35-39 years,35-39,"Associate degree (AA, AS)",5,Born in the U.S. (50 US States),1,24,12
"Monroe County, PA",42089,White,2106-3,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,35,16.54
"Monroe County, PA",42089,White,2106-3,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,20,17.05
"Monroe County, PA",42089,White,2106-3,40-44 years,40-44,"Some college credit, but not a degree",4,Born in the U.S. (50 US States),1,11,18.45
"Montgomery County, PA",42091,Asian,A,25-29 years,25-29,High school graduate or GED completed,3,Born outside the U.S. (includes possessions),2,16,11
"Montgomery County, PA",42091,Asian,A,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,14,11.69
"Montgomery County, PA",42091,Asian,A,25-29 years,25-29,"Bachelor's degree (BA, AB, BS)",6,Born outside the U.S. (includes possessions),2,60,11.46
"Montgomery County, PA",42091,Asian,A,25-29 years,25-29,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born outside the U.S. (includes possessions),2,33,10.59
"Montgomery County, PA",42091,Asian,A,30-34 years,30-34,High school graduate or GED completed,3,Born outside the U.S. (includes possessions),2,14,9.1
"Montgomery County, PA",42091,Asian,A,30-34 years,30-34,"Some college credit, but not a degree",4,Born outside the U.S. (includes possessions),2,14,9.69
"Montgomery County, PA",42091,Asian,A,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,27,12
"Montgomery County, PA",42091,Asian,A,30-34 years,30-34,"Bachelor's degree (BA, AB, BS)",6,Born outside the U.S. (includes possessions),2,113,11.47
"Montgomery County, PA",42091,Asian,A,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born in the U.S. (50 US States),1,30,9.58
"Montgomery County, PA",42091,Asian,A,30-34 years,30-34,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born outside the U.S. (includes possessions),2,105,11.25
"Montgomery County, PA",42091,Asian,A,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Born in the U.S. (50 US States),1,19,10.62
"Montgomery County, PA",42091,Asian,A,30-34 years,30-34,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Born outside the U.S. (includes possessions),2,53,10.5
"Montgomery County, PA",42091,Asian,A,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Born in the U.S. (50 US States),1,20,10.06
"Montgomery County, PA",42091,Asian,A,35-39 years,35-39,"Bachelor's degree (BA, AB, BS)",6,Born outside the U.S. (includes possessions),2,68,11.52
"Montgomery County, PA",42091,Asian,A,35-39 years,35-39,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,Born outside the U.S. (includes possessions),2,66,10.63
"Montgomery County, PA",42091,Asian,A,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Born in the U.S. (50 US States),1,17,10.07
"Montgomery County, PA",42091,Asian,A,35-39 years,35-39,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Born outside the U.S. (includes possessions),2,23,11.8
"Montgomery County, PA",42091,Asian,A,40-44 years,40-44,"Bachelor's degree (BA, AB, BS)",6,Born outside the U.S. (includes possessions),2,16,11.33
"Montgomery County, PA",42091,Asian,A,40-44 years,40-44,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,Born outside the U.S. (includes possessions),2,10,11.71
"Montgomery County, PA",42091,Black or African American,2054-5,15-19 years,15-19,9th through 12th grade with no diploma,2,Born in the U.S. (50 US States),1,12,9
"Montgomery County, PA",42091,Black or African American,2054-5,15-19 years,15-19,High school graduate or GED completed,3,Born in the U.S. (50 US States),1,19,10
